Year,Team,,Player,Strength,Team
2008,CSK,3,M Muralitharan,299.0,CSK
2008,CSK,8,L Balaji,291.0,CSK
2008,CSK,1,M Ntini,108.0,CSK
2008,CSK,5,MS Gony,101.6,CSK
2008,CSK,12,Joginder Sharma,78.33333333333333,CSK
2008,CSK,0,MEK Hussey,78.0,CSK
2008,CSK,7,JA Morkel,75.2,CSK
2008,CSK,2,ML Hayden,60.25,CSK
2008,CSK,6,SK Raina,44.07142857142857,CSK
2008,CSK,4,MS Dhoni,39.0,CSK
2008,CSK,10,JDP Oram,37.333333333333336,CSK
2008,DC,182,A Symonds,72.0,DC
2008,DC,188,PP Ojha,68.25,DC
2008,DC,190,DP Vijaykumar,50.5,DC
2008,DC,195,RP Singh,50.44444444444444,DC
2008,DC,183,RG Sharma,49.916666666666664,DC
2008,DC,187,AC Gilchrist,44.642857142857146,DC
2008,DC,200,D Kalyankrishna,43.0,DC
2008,DC,186,Shahid Afridi,39.44444444444444,DC
2008,DC,185,Y Venugopal Rao,39.2,DC
2008,DC,193,WPUJC Vaas,36.0,DC
2008,DC,189,VVS Laxman,32.166666666666664,DC
2008,DD,288,GD McGrath,114.33333333333333,DD
2008,DD,292,A Mishra,110.33333333333333,DD
2008,DD,299,Mohammad Asif,90.5,DD
2008,DD,297,VY Mahesh,88.6,DD
2008,DD,294,MF Maharoof,68.25,DD
2008,DD,295,R Bhatia,66.0,DD
2008,DD,298,PJ Sangwan,60.5,DD
2008,DD,285,G Gambhir,48.142857142857146,DD
2008,DD,289,V Sehwag,40.785714285714285,DD
2008,DD,287,S Dhawan,34.642857142857146,DD
2008,DD,293,KD Karthik,30.75,DD
2008,KKR,583,Shoaib Akhtar,129.0,KKR
2008,KKR,586,Umar Gul,91.5,KKR
2008,KKR,577,AB Dinda,72.33333333333333,KKR
2008,KKR,573,BB McCullum,63.75,KKR
2008,KKR,576,SC Ganguly,48.15384615384615,KKR
2008,KKR,588,M Kartik,46.666666666666664,KKR
2008,KKR,587,AB Agarkar,45.166666666666664,KKR
2008,KKR,580,Salman Butt,35.857142857142854,KKR
2008,KKR,585,I Sharma,35.166666666666664,KKR
2008,KKR,578,DJ Hussey,34.92307692307692,KKR
2008,KKR,575,WP Saha,28.1,KKR
2008,KXIP,836,S Sreesanth,157.0,KXIP
2008,KXIP,838,VRV Singh,143.0,KXIP
2008,KXIP,832,RR Powar,125.0,KXIP
2008,KXIP,834,PP Chawla,82.14285714285714,KXIP
2008,KXIP,831,SE Marsh,73.36363636363636,KXIP
2008,KXIP,829,SM Katich,59.5,KXIP
2008,KXIP,828,IK Pathan,57.5,KXIP
2008,KXIP,833,KC Sangakkara,49.0,KXIP
2008,KXIP,830,B Lee,47.666666666666664,KXIP
2008,KXIP,840,JR Hopes,41.36363636363637,KXIP
2008,KXIP,827,LA Pomersbach,39.8,KXIP
2008,MI,1081,DS Kulkarni,287.0,MI
2008,MI,1082,CRD Fernando,276.0,MI
2008,MI,1079,A Nehra,83.25,MI
2008,MI,1078,DJ Bravo,75.71428571428571,MI
2008,MI,1076,DR Smith,64.33333333333333,MI
2008,MI,1074,SM Pollock,58.75,MI
2008,MI,1083,Harbhajan Singh,58.666666666666664,MI
2008,MI,1071,ST Jayasuriya,56.357142857142854,MI
2008,MI,1084,RR Raje,47.333333333333336,MI
2008,MI,1075,YV Takawale,43.25,MI
2008,MI,1077,SR Tendulkar,38.857142857142854,MI
2008,RCB,1386,DW Steyn,136.0,RCB
2008,RCB,1385,LRPL Taylor,47.5,RCB
2008,RCB,1391,SP Goswami,47.0,RCB
2008,RCB,1398,Z Khan,46.125,RCB
2008,RCB,1392,A Kumble,44.2,RCB
2008,RCB,1390,R Vinay Kumar,42.0,RCB
2008,RCB,1396,P Kumar,36.416666666666664,RCB
2008,RCB,1389,R Dravid,32.57142857142857,RCB
2008,RCB,1401,AA Noffke,31.0,RCB
2008,RCB,1395,JH Kallis,30.727272727272727,RCB
2008,RCB,1387,MV Boucher,30.5,RCB
2008,RR,1690,MM Patel,181.0,RR
2008,RR,1685,Sohail Tanvir,129.4,RR
2008,RR,1695,SK Trivedi,112.0,RR
2008,RR,1692,SK Warne,87.14285714285714,RR
2008,RR,1687,SR Watson,68.53333333333333,RR
2008,RR,1688,AD Mascarenhas,61.0,RR
2008,RR,1691,YK Pathan,52.266666666666666,RR
2008,RR,1686,GC Smith,50.09090909090909,RR
2008,RR,1689,SA Asnodkar,46.888888888888886,RR
2008,RR,1693,Kamran Akmal,42.166666666666664,RR
2008,RR,1684,NK Patel,35.5,RR
2009,CSK,27,SB Jakati,194.0,CSK
2009,CSK,22,M Muralitharan,106.25,CSK
2009,CSK,32,L Balaji,83.25,CSK
2009,CSK,20,R Ashwin,77.0,CSK
2009,CSK,19,ML Hayden,63.0,CSK
2009,CSK,25,S Tyagi,59.5,CSK
2009,CSK,23,SK Raina,55.714285714285715,CSK
2009,CSK,24,A Flintoff,49.0,CSK
2009,CSK,26,JA Morkel,45.4,CSK
2009,CSK,36,MS Gony,43.333333333333336,CSK
2009,CSK,29,T Thushara,36.5,CSK
2009,DC,214,SB Styris,141.0,DC
2009,DC,203,PP Ojha,109.75,DC
2009,DC,208,RP Singh,102.5,DC
2009,DC,205,FH Edwards,68.5,DC
2009,DC,207,WPUJC Vaas,66.5,DC
2009,DC,202,A Symonds,59.625,DC
2009,DC,206,AC Gilchrist,50.1875,DC
2009,DC,209,RG Sharma,46.9375,DC
2009,DC,212,RJ Harris,45.4,DC
2009,DC,218,Shoaib Ahmed,45.333333333333336,DC
2009,DC,210,DR Smith,41.25,DC
2009,DD,309,A Nehra,254.0,DD
2009,DD,311,A Mishra,80.4,DD
2009,DD,316,PJ Sangwan,78.2,DD
2009,DD,315,Y Nagar,75.0,DD
2009,DD,318,DL Vettori,61.0,DD
2009,DD,305,MF Maharoof,60.5,DD
2009,DD,307,R Bhatia,53.0,DD
2009,DD,303,AB de Villiers,51.53846153846154,DD
2009,DD,304,TM Dilshan,42.30769230769231,DD
2009,DD,306,KD Karthik,37.69230769230769,DD
2009,DD,310,DA Warner,31.285714285714285,DD
2009,KKR,598,I Sharma,100.66666666666667,KKR
2009,KKR,602,BAW Mendis,83.0,KKR
2009,KKR,596,M Kartik,74.5,KKR
2009,KKR,595,BJ Hodge,52.5,KKR
2009,KKR,605,AB Dinda,52.0,KKR
2009,KKR,593,MN van Wyk,50.0,KKR
2009,KKR,599,CH Gayle,38.714285714285715,KKR
2009,KKR,606,MC Henriques,38.666666666666664,KKR
2009,KKR,601,DJ Hussey,31.25,KKR
2009,KKR,604,BB McCullum,30.615384615384617,KKR
2009,KKR,600,LR Shukla,29.5,KKR
2009,KXIP,861,S Sreesanth,72.0,KXIP
2009,KXIP,856,IK Pathan,57.333333333333336,KXIP
2009,KXIP,851,B Lee,45.75,KXIP
2009,KXIP,853,RR Powar,43.5,KXIP
2009,KXIP,852,Yuvraj Singh,43.07142857142857,KXIP
2009,KXIP,855,PP Chawla,38.4,KXIP
2009,KXIP,849,RS Bopara,37.6,KXIP
2009,KXIP,850,KC Sangakkara,35.15384615384615,KXIP
2009,KXIP,848,DPMD Jayawardene,32.2,KXIP
2009,KXIP,857,SM Katich,21.444444444444443,KXIP
2009,KXIP,858,K Goel,19.666666666666668,KXIP
2009,MI,1100,SL Malinga,153.33333333333334,MI
2009,MI,1098,DJ Bravo,59.6,MI
2009,MI,1105,YV Takawale,52.0,MI
2009,MI,1095,JP Duminy,50.166666666666664,MI
2009,MI,1099,Harbhajan Singh,45.6,MI
2009,MI,1104,Z Khan,43.5,MI
2009,MI,1107,C Nanda,42.0,MI
2009,MI,1102,GR Napier,41.0,MI
2009,MI,1103,ST Jayasuriya,38.416666666666664,MI
2009,MI,1097,SR Tendulkar,36.69230769230769,MI
2009,MI,1101,AM Nayar,32.09090909090909,MI
2009,RCB,1423,D du Preez,118.0,RCB
2009,RCB,1408,A Kumble,90.14285714285714,RCB
2009,RCB,1407,MK Pandey,60.25,RCB
2009,RCB,1422,P Kumar,52.125,RCB
2009,RCB,1420,RE van der Merwe,50.375,RCB
2009,RCB,1416,KP Appanna,44.0,RCB
2009,RCB,1413,JH Kallis,42.13333333333333,RCB
2009,RCB,1418,B Akhil,39.333333333333336,RCB
2009,RCB,1410,KP Pietersen,37.5,RCB
2009,RCB,1424,R Vinay Kumar,37.5,RCB
2009,RCB,1415,SP Goswami,33.5,RCB
2009,RR,1718,Kamran Khan,181.0,RR
2009,RR,1704,A Singh,115.0,RR
2009,RR,1715,MM Patel,94.8,RR
2009,RR,1721,SK Trivedi,52.333333333333336,RR
2009,RR,1713,AD Mascarenhas,51.75,RR
2009,RR,1719,SM Harwood,48.0,RR
2009,RR,1716,SK Warne,46.72727272727273,RR
2009,RR,1707,J Botha,42.333333333333336,RR
2009,RR,1703,RA Jadeja,39.23076923076923,RR
2009,RR,1709,YK Pathan,37.69230769230769,RR
2009,RR,1705,NV Ojha,34.625,RR
2010,CSK,42,M Muralitharan,394.0,CSK
2010,CSK,40,DE Bollinger,180.5,CSK
2010,CSK,49,SB Jakati,164.5,CSK
2010,CSK,44,T Thushara,75.5,CSK
2010,CSK,52,L Balaji,68.0,CSK
2010,CSK,38,R Ashwin,61.833333333333336,CSK
2010,CSK,46,JM Kemp,56.0,CSK
2010,CSK,37,SK Raina,54.4375,CSK
2010,CSK,47,JA Morkel,49.72727272727273,CSK
2010,CSK,39,M Vijay,44.266666666666666,CSK
2010,CSK,43,MS Dhoni,41.18181818181818,CSK
2010,DC,229,RJ Harris,88.2,DC
2010,DC,227,PP Ojha,87.0,DC
2010,DC,235,RP Singh,67.2,DC
2010,DC,225,Harmeet Singh,59.333333333333336,DC
2010,DC,224,A Symonds,58.0,DC
2010,DC,222,WPUJC Vaas,54.4,DC
2010,DC,232,R Sharma,41.25,DC
2010,DC,234,MR Marsh,40.5,DC
2010,DC,226,RG Sharma,38.25,DC
2010,DC,228,HH Gibbs,36.7,DC
2010,DC,238,Jaskaran Singh,36.5,DC
2010,DD,331,UT Yadav,161.0,DD
2010,DD,337,PJ Sangwan,121.5,DD
2010,DD,330,A Nehra,96.5,DD
2010,DD,325,DP Nannes,83.5,DD
2010,DD,328,A Mishra,70.71428571428571,DD
2010,DD,343,AB McDonald,63.0,DD
2010,DD,340,MF Maharoof,60.75,DD
2010,DD,322,PD Collingwood,59.857142857142854,DD
2010,DD,338,MC Henriques,46.0,DD
2010,DD,323,V Sehwag,39.714285714285715,DD
2010,DD,329,DA Warner,38.27272727272727,DD
2010,KKR,624,SE Bond,236.0,KKR
2010,KKR,620,AB Dinda,217.0,KKR
2010,KKR,618,M Kartik,144.5,KKR
2010,KKR,626,CK Langeveldt,117.0,KKR
2010,KKR,637,I Sharma,80.5,KKR
2010,KKR,636,LR Shukla,67.0,KKR
2010,KKR,625,CH Gayle,52.44444444444444,KKR
2010,KKR,634,BAW Mendis,51.0,KKR
2010,KKR,632,BJ Hodge,48.0,KKR
2010,KKR,621,SC Ganguly,46.785714285714285,KKR
2010,KKR,623,AD Mathews,45.90909090909091,KKR
2010,KXIP,877,J Theron,73.0,KXIP
2010,KXIP,875,PP Chawla,65.5,KXIP
2010,KXIP,883,SJ Srivastava,64.5,KXIP
2010,KXIP,872,IK Pathan,54.15384615384615,KXIP
2010,KXIP,874,RS Bopara,48.888888888888886,KXIP
2010,KXIP,868,SE Marsh,48.75,KXIP
2010,KXIP,882,Bipul Sharma,46.5,KXIP
2010,KXIP,876,KC Sangakkara,44.666666666666664,KXIP
2010,KXIP,870,DPMD Jayawardene,44.46153846153846,KXIP
2010,KXIP,871,RR Powar,38.0,KXIP
2010,KXIP,879,VS Malik,32.0,KXIP
2010,MI,1117,SL Malinga,200.0,MI
2010,MI,1121,CRD Fernando,185.0,MI
2010,MI,1125,Z Khan,111.0,MI
2010,MI,1119,Harbhajan Singh,86.85714285714286,MI
2010,MI,1123,KA Pollard,53.785714285714285,MI
2010,MI,1115,SR Tendulkar,51.6,MI
2010,MI,1118,SS Tiwary,35.333333333333336,MI
2010,MI,1122,AT Rayudu,35.0,MI
2010,MI,1116,JP Duminy,32.714285714285715,MI
2010,MI,1127,R McLaren,26.714285714285715,MI
2010,MI,1128,S Dhawan,26.6,MI
2010,RCB,1439,DW Steyn,100.5,RCB
2010,RCB,1447,R Vinay Kumar,92.0,RCB
2010,RCB,1435,A Kumble,88.6,RCB
2010,RCB,1432,JH Kallis,68.25,RCB
2010,RCB,1445,P Kumar,59.0,RCB
2010,RCB,1430,KP Pietersen,55.714285714285715,RCB
2010,RCB,1437,RE van der Merwe,53.0,RCB
2010,RCB,1450,Pankaj Singh,45.0,RCB
