,ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TOSS_WINNER,TEAM1_STRENGTH,TEAM1_CUMU_STRENGTH,TEAM2_STRENGTH,TEAM2_CUMU_STRENGTH,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS,TOSS_WINNER_MODEL,WINNER_MODEL,TOSS_DECISION_MODEL,CITY_MODEL,WIN_RATE_TEAM1,WIN_RATE_TEAM2
77,137,2009,Centurion,Centurion,CSK,1,RR,0,RR,317.7857142857143,328.4928571428572,265.53846153846155,299.44102564102565,field,normal,CSK,38,0,1,0,2,0.5,0.75
78,138,2009,East London,East London,MI,1,KKR,0,MI,311.61538461538464,305.83547008547015,223.46153846153842,274.3055278055278,bat,normal,MI,9,1,1,1,2,0.5,0.38888888899999996
79,139,2009,Durban,Durban,RCB,1,KXIP,0,RCB,260.5,237.60416666666663,267.35714285714283,262.95238095238096,bat,normal,RCB,8,1,1,1,2,0.3,0.65
80,140,2009,Port Elizabeth,Port Elizabeth,SRH,1,RR,0,SRH,313.75,267.55625,265.53846153846155,299.44102564102565,bat,normal,RR,0,1,0,1,2,0.31578947399999996,0.7142857140000001
81,141,2009,Johannesburg,Johannesburg,CSK,1,DD,0,DD,317.7857142857143,328.4928571428572,302.46666666666664,286.93333333333334,field,normal,CSK,18,0,1,0,2,0.523809524,0.578947368
82,142,2009,Port Elizabeth,Port Elizabeth,KKR,1,KXIP,0,KKR,223.46153846153842,274.3055278055278,267.35714285714283,262.95238095238096,bat,normal,KXIP,0,1,0,1,2,0.36842105299999994,0.6190476189999999
83,143,2009,Johannesburg,Johannesburg,MI,1,RCB,0,MI,311.61538461538464,305.83547008547015,260.5,237.60416666666663,bat,normal,RCB,0,1,0,1,2,0.526315789,0.333333333
84,144,2009,East London,East London,CSK,1,SRH,0,CSK,317.7857142857143,328.4928571428572,313.75,267.55625,bat,normal,CSK,78,1,1,1,2,0.545454545,0.3
85,145,2009,Durban,Durban,RR,1,KXIP,0,KXIP,265.53846153846155,299.44102564102565,267.35714285714283,262.95238095238096,field,normal,RR,78,0,1,0,2,0.727272727,0.636363636
86,146,2009,Durban,Durban,KKR,1,DD,0,KKR,223.46153846153842,274.3055278055278,302.46666666666664,286.93333333333334,bat,normal,DD,0,1,0,1,2,0.35,0.55
87,147,2009,Centurion,Centurion,SRH,1,MI,0,SRH,313.75,267.55625,311.61538461538464,305.83547008547015,bat,normal,SRH,19,1,1,1,2,0.28571428600000004,0.5
88,148,2009,Centurion,Centurion,RCB,1,RR,0,RR,260.5,237.60416666666663,265.53846153846155,299.44102564102565,field,normal,RR,0,0,0,0,2,0.363636364,0.739130435
89,149,2009,Centurion,Centurion,CSK,1,KXIP,0,CSK,317.7857142857143,328.4928571428572,267.35714285714283,262.95238095238096,bat,normal,CSK,12,1,1,1,2,0.565217391,0.608695652
90,150,2009,East London,East London,MI,1,DD,0,MI,311.61538461538464,305.83547008547015,302.46666666666664,286.93333333333334,bat,normal,DD,0,1,0,1,2,0.47619047600000003,0.571428571
91,151,2009,Kimberley,Kimberley,SRH,1,KXIP,0,KXIP,313.75,267.55625,267.35714285714283,262.95238095238096,field,normal,KXIP,0,0,0,0,2,0.318181818,0.583333333
92,152,2009,Kimberley,Kimberley,RR,1,CSK,0,RR,265.53846153846155,299.44102564102565,317.7857142857143,328.4928571428572,bat,normal,CSK,0,1,0,1,2,0.75,0.583333333
