,Unnamed: 0,ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TOSS_WINNER,TEAM1_STRENGTH,TEAM1_CUMU_STRENGTH,TEAM2_STRENGTH,TEAM2_CUMU_STRENGTH,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS,TOSS_WINNER_MODEL,WINNER_MODEL,TOSS_DECISION_MODEL,CITY_MODEL,WIN_RATE_TEAM1,WIN_RATE_TEAM2
278,278,340,2012,Chandigarh,KXIP,KXIP,1,MI,0,KXIP,214.6666667,259.0714286,348.375,314.0729167,bat,normal,MI,0,1,0,1,1,0.1111111111111111,0.13261648745519714
279,279,341,2012,Pune,RPS,SRH,1,RPS,0,SRH,260.7,252.5904762,290.0941043,254.2905329,bat,normal,SRH,18,1,1,1,0,0.09285714285714286,0.02857142857142857
280,280,342,2012,Delhi,DD,DD,1,MI,0,MI,264.0255102,252.0612245,348.375,314.0729167,field,normal,DD,37,0,1,0,1,0.12455516014234876,0.13167259786476868
281,281,343,2012,Chennai,CSK,KXIP,1,CSK,0,KXIP,214.6666667,259.0714286,285.125,267.4791667,bat,normal,KXIP,7,1,1,1,0,0.11347517730496454,0.1453900709219858
282,282,344,2012,Kolkata,KKR,KKR,1,RCB,0,KKR,244.145,238.225,192.3583333,183.2645833,bat,normal,KKR,47,1,1,1,1,0.10247349823321555,0.12014134275618374
283,283,345,2012,Delhi,DD,DD,1,RR,0,DD,264.0255102,252.0612245,242.011655,260.3974359,bat,normal,DD,1,1,1,1,1,0.1267605633802817,0.12323943661971831
284,284,346,2012,Mumbai,MI,SRH,1,MI,0,MI,260.7,252.5904762,348.375,314.0729167,field,normal,MI,0,0,0,0,0,0.0912280701754386,0.13333333333333333
285,285,347,2012,Chennai,CSK,CSK,1,KKR,0,CSK,285.125,267.4791667,244.145,238.225,bat,normal,KKR,0,1,0,1,1,0.14335664335664336,0.1048951048951049
286,286,348,2012,Cuttack,Cuttack,SRH,1,RPS,0,SRH,260.7,252.5904762,290.0941043,254.2905329,bat,normal,SRH,13,1,1,1,2,0.09407665505226481,0.027874564459930314
287,287,349,2012,Jaipur,RR,RR,1,DD,0,RR,242.011655,260.3974359,264.0255102,252.0612245,bat,normal,DD,0,1,0,1,1,0.12152777777777778,0.1284722222222222
288,288,350,2012,Bangalore,RCB,RCB,1,KXIP,0,KXIP,192.3583333,183.2645833,214.6666667,259.0714286,field,normal,KXIP,0,0,0,0,1,0.11764705882352941,0.11418685121107267
289,289,351,2012,Pune,RPS,MI,1,RPS,0,MI,348.375,314.0729167,290.0941043,254.2905329,bat,normal,MI,1,1,1,1,0,0.13448275862068965,0.027586206896551724
290,290,352,2012,Chennai,CSK,CSK,1,SRH,0,CSK,285.125,267.4791667,260.7,252.5904762,bat,normal,CSK,10,1,1,1,1,0.14432989690721648,0.09278350515463918
291,291,353,2012,Kolkata,KKR,KKR,1,RPS,0,KKR,244.145,238.225,290.0941043,254.2905329,bat,normal,KKR,7,1,1,1,1,0.10616438356164383,0.0273972602739726
292,292,354,2012,Chandigarh,KXIP,RR,1,KXIP,0,RR,242.011655,260.3974359,214.6666667,259.0714286,bat,normal,RR,43,1,1,1,0,0.12286689419795221,0.11262798634812286
293,293,355,2012,Mumbai,MI,CSK,1,MI,0,MI,285.125,267.4791667,348.375,314.0729167,field,normal,MI,0,0,0,0,0,0.14285714285714285,0.1360544217687075
294,294,356,2012,Bangalore,RCB,SRH,1,RCB,0,RCB,260.7,252.5904762,192.3583333,183.2645833,field,normal,RCB,0,0,0,0,0,0.09152542372881356,0.11864406779661017
295,295,357,2012,Delhi,DD,DD,1,KKR,0,DD,264.0255102,252.0612245,244.145,238.225,bat,normal,KKR,0,1,0,1,1,0.125,0.10810810810810811
296,296,358,2012,Pune,RPS,RPS,1,RR,0,RPS,290.0941043,254.2905329,242.011655,260.3974359,bat,normal,RR,0,1,0,1,1,0.026936026936026935,0.12457912457912458
297,297,359,2012,Hyderabad,SRH,KXIP,1,SRH,0,SRH,214.6666667,259.0714286,260.7,252.5904762,field,normal,KXIP,25,0,1,0,0,0.11409395973154363,0.09060402684563758
298,298,360,2012,Mumbai,MI,MI,1,RCB,0,RCB,348.375,314.0729167,192.3583333,183.2645833,field,normal,RCB,0,0,0,0,1,0.13377926421404682,0.12040133779264214
299,299,361,2012,Jaipur,RR,RR,1,CSK,0,CSK,242.011655,260.3974359,285.125,267.4791667,field,normal,CSK,0,0,0,0,1,0.12333333333333334,0.14333333333333334
300,300,362,2012,Pune,RPS,RCB,1,RPS,0,RPS,192.3583333,183.2645833,290.0941043,254.2905329,field,normal,RCB,35,0,1,0,0,0.12292358803986711,0.026578073089700997
301,301,363,2012,Kolkata,KKR,MI,1,KKR,0,MI,348.375,314.0729167,244.145,238.225,bat,normal,MI,27,1,1,1,0,0.1357615894039735,0.10596026490066225
302,302,364,2012,Chennai,CSK,DD,1,CSK,0,CSK,264.0255102,252.0612245,285.125,267.4791667,field,normal,CSK,0,0,0,0,0,0.12211221122112212,0.14521452145214522
303,303,365,2012,Jaipur,RR,RR,1,RPS,0,RR,242.011655,260.3974359,290.0941043,254.2905329,bat,normal,RR,45,1,1,1,1,0.125,0.02631578947368421
304,304,366,2012,Chandigarh,KXIP,SRH,1,KXIP,0,SRH,260.7,252.5904762,214.6666667,259.0714286,bat,normal,KXIP,0,1,0,1,0,0.08852459016393442,0.11475409836065574
305,305,367,2012,Bangalore,RCB,RCB,1,MI,0,MI,192.3583333,183.2645833,348.375,314.0729167,field,normal,MI,0,0,0,0,1,0.12091503267973856,0.13725490196078433
306,306,368,2012,Kolkata,KKR,KKR,1,CSK,0,CSK,244.145,238.225,285.125,267.4791667,field,normal,CSK,0,0,0,0,1,0.10423452768729642,0.1465798045602606
307,307,369,2012,Delhi,DD,KXIP,1,DD,0,KXIP,214.6666667,259.0714286,264.0255102,252.0612245,bat,normal,DD,0,1,0,1,0,0.11363636363636363,0.12337662337662338
308,308,370,2012,Mumbai,MI,KKR,1,MI,0,MI,244.145,238.225,348.375,314.0729167,field,normal,KKR,32,0,1,0,0,0.10679611650485436,0.13592233009708737
309,309,371,2012,Dharamsala,Dharamsala,CSK,1,KXIP,0,KXIP,285.125,267.4791667,214.6666667,259.0714286,field,normal,KXIP,0,0,0,0,2,0.14516129032258066,0.11612903225806452
310,310,372,2012,Delhi,DD,RCB,1,DD,0,DD,192.3583333,183.2645833,264.0255102,252.0612245,field,normal,RCB,21,0,1,0,0,0.12218649517684887,0.12218649517684887
311,311,373,2012,Hyderabad,SRH,RR,1,SRH,0,RR,242.011655,260.3974359,260.7,252.5904762,bat,normal,SRH,0,1,0,1,0,0.12179487179487179,0.08974358974358974
312,312,374,2012,Dharamsala,Dharamsala,KXIP,1,DD,0,DD,214.6666667,259.0714286,264.0255102,252.0612245,field,normal,DD,0,0,0,0,2,0.11501597444089456,0.12460063897763578
313,313,375,2012,Pune,RPS,KKR,1,RPS,0,KKR,244.145,238.225,290.0941043,254.2905329,bat,normal,KKR,34,1,1,1,0,0.10828025477707007,0.025477707006369428
314,314,376,2012,Hyderabad,SRH,SRH,1,RCB,0,RCB,260.7,252.5904762,192.3583333,183.2645833,field,normal,SRH,9,0,1,0,1,0.09206349206349207,0.12063492063492064
315,315,377,2012,Jaipur,RR,RR,1,MI,0,RR,242.011655,260.3974359,348.375,314.0729167,bat,normal,MI,0,1,0,1,1,0.12025316455696203,0.1360759493670886
316,316,378,2012,Pune,RPS,KKR,1,DD,0,KKR,244.145,238.225,264.0255102,252.0612245,bat,normal,KKR,18,1,1,1,2,0.11041009463722397,0.12302839116719243
317,317,379,2012,Bangalore,RCB,CSK,1,MI,0,MI,285.125,267.4791667,348.375,314.0729167,field,normal,CSK,38,0,1,0,2,0.14465408805031446,0.13522012578616352
318,318,380,2012,Chennai,CSK,CSK,1,DD,0,DD,285.125,267.4791667,264.0255102,252.0612245,field,normal,CSK,86,0,1,0,1,0.14733542319749215,0.12225705329153605
319,319,381,2012,Chennai,CSK,CSK,1,KKR,0,CSK,285.125,267.4791667,244.145,238.225,bat,normal,KKR,0,1,0,1,1,0.146875,0.1125
320,320,382,2013,Kolkata,KKR,DD,1,KKR,0,KKR,243.1888889,227.087963,281.97058819999995,245.5294118,field,normal,KKR,0,0,0,0,0,0.12149532710280374,0.11526479750778816
321,321,383,2013,Bangalore,RCB,RCB,1,MI,0,MI,309.625,239.203125,333.2401961,313.1862745,field,normal,RCB,2,0,1,0,1,0.12111801242236025,0.13354037267080746
322,322,384,2013,Hyderabad,SRH,SRH,1,RPS,0,RPS,290.7333333,247.89444440000003,228.6493056,217.8697917,field,normal,SRH,22,0,1,0,1,0.09287925696594428,0.02476780185758514
323,323,385,2013,Delhi,DD,RR,1,DD,0,RR,227.7604167,213.2239583,243.1888889,227.087963,bat,normal,RR,5,1,1,1,0,0.12037037037037036,0.12037037037037036
324,324,386,2013,Chennai,CSK,MI,1,CSK,0,MI,333.2401961,313.1862745,303.7518797,257.8922306,bat,normal,MI,9,1,1,1,0,0.13538461538461538,0.14461538461538462
325,325,387,2013,Pune,RPS,RPS,1,KXIP,0,RPS,228.6493056,217.8697917,312.6354167,275.5885417,bat,normal,KXIP,0,1,0,1,1,0.024539877300613498,0.11349693251533742
326,326,388,2013,Hyderabad,SRH,RCB,1,SRH,0,RCB,309.625,239.203125,290.7333333,247.89444440000003,bat,tie,SRH,0,1,0,1,0,0.11926605504587157,0.09480122324159021
327,327,389,2013,Jaipur,RR,RR,1,KKR,0,KKR,227.7604167,213.2239583,281.97058819999995,245.5294118,field,normal,RR,19,0,1,0,1,0.12195121951219512,0.11280487804878049
328,328,390,2013,Mumbai,MI,MI,1,DD,0,MI,333.2401961,313.1862745,243.1888889,227.087963,bat,normal,MI,44,1,1,1,1,0.13677811550151975,0.11854103343465046
329,329,391,2013,Chandigarh,KXIP,KXIP,1,CSK,0,CSK,312.6354167,275.5885417,303.7518797,257.8922306,field,normal,CSK,0,0,0,0,1,0.11212121212121212,0.14545454545454545
330,330,392,2013,Bangalore,RCB,KKR,1,RCB,0,RCB,281.97058819999995,245.5294118,309.625,239.203125,field,normal,RCB,0,0,0,0,0,0.11178247734138973,0.12084592145015106
331,331,393,2013,Pune,RPS,RR,1,RPS,0,RR,227.7604167,213.2239583,228.6493056,217.8697917,bat,normal,RPS,0,1,0,1,0,0.12048192771084337,0.02710843373493976
332,332,394,2013,Delhi,DD,DD,1,SRH,0,DD,243.1888889,227.087963,290.7333333,247.89444440000003,bat,normal,SRH,0,1,0,1,1,0.11711711711711711,0.0960960960960961
333,333,395,2013,Mumbai,MI,MI,1,RPS,0,MI,333.2401961,313.1862745,228.6493056,217.8697917,bat,normal,MI,41,1,1,1,1,0.1377245508982036,0.02694610778443114
334,334,396,2013,Chennai,CSK,RCB,1,CSK,0,CSK,309.625,239.203125,303.7518797,257.8922306,field,normal,CSK,0,0,0,0,0,0.11940298507462686,0.14626865671641792
335,335,397,2013,Kolkata,KKR,KKR,1,SRH,0,KKR,281.97058819999995,245.5294118,290.7333333,247.89444440000003,bat,normal,KKR,48,1,1,1,1,0.1130952380952381,0.09523809523809523
336,336,398,2013,Jaipur,RR,KXIP,1,RR,0,RR,312.6354167,275.5885417,227.7604167,213.2239583,field,normal,RR,0,0,0,0,0,0.10979228486646884,0.12166172106824925
337,337,399,2013,Chennai,CSK,RPS,1,CSK,0,RPS,228.6493056,217.8697917,303.7518797,257.8922306,bat,normal,RPS,24,1,1,1,0,0.029585798816568046,0.14497041420118342
338,338,400,2013,Chandigarh,KXIP,KXIP,1,KKR,0,KKR,312.6354167,275.5885417,281.97058819999995,245.5294118,field,normal,KXIP,4,0,1,0,1,0.11209439528023599,0.11209439528023599
339,339,401,2013,Bangalore,RCB,DD,1,RCB,0,RCB,243.1888889,227.087963,309.625,239.203125,field,tie,RCB,0,0,0,0,0,0.11470588235294117,0.12058823529411765
340,340,402,2013,Pune,RPS,SRH,1,RPS,0,RPS,290.7333333,247.89444440000003,228.6493056,217.8697917,field,normal,SRH,11,0,1,0,0,0.0967741935483871,0.02932551319648094
341,341,403,2013,Jaipur,RR,RR,1,MI,0,RR,227.7604167,213.2239583,333.2401961,313.1862745,bat,normal,RR,87,1,1,1,1,0.12280701754385964,0.13450292397660818
342,342,404,2013,Delhi,DD,CSK,1,DD,0,CSK,303.7518797,257.8922306,243.1888889,227.087963,bat,normal,CSK,86,1,1,1,0,0.1457725947521866,0.11370262390670553
343,343,405,2013,Hyderabad,SRH,KXIP,1,SRH,0,KXIP,312.6354167,275.5885417,290.7333333,247.89444440000003,bat,normal,SRH,0,1,0,1,0,0.11046511627906977,0.09883720930232558
344,344,406,2013,Kolkata,KKR,KKR,1,CSK,0,KKR,281.97058819999995,245.5294118,303.7518797,257.8922306,bat,normal,CSK,0,1,0,1,1,0.11014492753623188,0.14782608695652175
345,345,407,2013,Bangalore,RCB,RR,1,RCB,0,RCB,227.7604167,213.2239583,309.625,239.203125,field,normal,RCB,0,0,0,0,0,0.12138728323699421,0.12138728323699421
346,346,408,2013,Delhi,DD,MI,1,DD,0,MI,333.2401961,313.1862745,243.1888889,227.087963,bat,normal,DD,0,1,0,1,0,0.13256484149855907,0.11527377521613832
347,347,409,2013,Chandigarh,KXIP,RPS,1,KXIP,0,KXIP,228.6493056,217.8697917,312.6354167,275.5885417,field,normal,KXIP,0,0,0,0,0,0.028735632183908046,0.11206896551724138
348,348,410,2013,Chennai,CSK,RR,1,CSK,0,RR,227.7604167,213.2239583,303.7518797,257.8922306,bat,normal,CSK,0,1,0,1,0,0.12034383954154727,0.1489971346704871
349,349,411,2013,Bangalore,RCB,RCB,1,RPS,0,RPS,309.625,239.203125,228.6493056,217.8697917,field,normal,RCB,130,0,1,0,1,0.12285714285714286,0.02857142857142857
350,350,412,2013,Dharamsala,Dharamsala,KXIP,1,DD,0,DD,312.6354167,275.5885417,243.1888889,227.087963,field,normal,KXIP,7,0,1,0,2,0.11396011396011396,0.11396011396011396
351,351,413,2013,Kolkata,KKR,KKR,1,MI,0,KKR,281.97058819999995,245.5294118,333.2401961,313.1862745,bat,normal,MI,0,1,0,1,1,0.10795454545454546,0.13352272727272727
352,352,414,2013,Chennai,CSK,SRH,1,CSK,0,SRH,290.7333333,247.89444440000003,303.7518797,257.8922306,bat,normal,CSK,0,1,0,1,0,0.09631728045325778,0.1501416430594901
353,353,415,2013,Kolkata,KKR,KXIP,1,KKR,0,KXIP,312.6354167,275.5885417,281.97058819999995,245.5294118,bat,normal,KKR,0,1,0,1,0,0.11299435028248588,0.11016949152542373
354,354,416,2013,Jaipur,RR,SRH,1,RR,0,SRH,290.7333333,247.89444440000003,227.7604167,213.2239583,bat,normal,RR,0,1,0,1,0,0.09577464788732394,0.12112676056338029
355,355,417,2013,Mumbai,MI,MI,1,RCB,0,MI,333.2401961,313.1862745,309.625,239.203125,bat,normal,MI,58,1,1,1,1,0.1348314606741573,0.12078651685393259
356,356,418,2013,Chennai,CSK,CSK,1,KKR,0,KKR,303.7518797,257.8922306,281.97058819999995,245.5294118,field,normal,CSK,14,0,1,0,1,0.15126050420168066,0.1092436974789916
357,357,419,2013,Raipur,Raipur,DD,1,RPS,0,RPS,243.1888889,227.087963,228.6493056,217.8697917,field,normal,DD,15,0,1,0,2,0.11452513966480447,0.027932960893854747
358,358,420,2013,Jaipur,RR,RCB,1,RR,0,RR,309.625,239.203125,227.7604167,213.2239583,field,normal,RR,0,0,0,0,0,0.11977715877437325,0.12256267409470752
359,359,421,2013,Mumbai,MI,MI,1,KXIP,0,MI,333.2401961,313.1862745,312.6354167,275.5885417,bat,normal,MI,4,1,1,1,1,0.1361111111111111,0.1111111111111111
360,360,422,2013,Pune,RPS,CSK,1,RPS,0,CSK,303.7518797,257.8922306,228.6493056,217.8697917,bat,normal,CSK,37,1,1,1,0,0.1523545706371191,0.027700831024930747
361,361,423,2013,Hyderabad,SRH,MI,1,SRH,0,MI,333.2401961,313.1862745,290.7333333,247.89444440000003,bat,normal,SRH,0,1,0,1,0,0.13535911602209943,0.09668508287292818
362,362,424,2013,Raipur,Raipur,KKR,1,DD,0,KKR,281.97058819999995,245.5294118,243.1888889,227.087963,bat,normal,DD,0,1,0,1,2,0.10743801652892562,0.11570247933884298
363,363,425,2013,Chennai,CSK,CSK,1,KXIP,0,CSK,303.7518797,257.8922306,312.6354167,275.5885417,bat,normal,CSK,15,1,1,1,1,0.15384615384615385,0.10989010989010989
364,364,426,2013,Pune,RPS,RCB,1,RPS,0,RCB,309.625,239.203125,228.6493056,217.8697917,bat,normal,RCB,17,1,1,1,0,0.12054794520547946,0.0273972602739726
365,365,427,2013,Kolkata,KKR,RR,1,KKR,0,RR,227.7604167,213.2239583,281.97058819999995,245.5294118,bat,normal,KKR,0,1,0,1,0,0.12021857923497267,0.1092896174863388
366,366,428,2013,Hyderabad,SRH,DD,1,SRH,0,DD,243.1888889,227.087963,290.7333333,247.89444440000003,bat,normal,SRH,0,1,0,1,0,0.11444141689373297,0.09809264305177112
367,367,429,2013,Bangalore,RCB,RCB,1,KXIP,0,KXIP,309.625,239.203125,312.6354167,275.5885417,field,normal,KXIP,0,0,0,0,1,0.11956521739130435,0.11141304347826086
368,368,430,2013,Mumbai,MI,MI,1,CSK,0,MI,333.2401961,313.1862745,303.7518797,257.8922306,bat,normal,MI,60,1,1,1,1,0.13550135501355012,0.15176151761517614
369,369,431,2013,Jaipur,RR,RPS,1,RR,0,RPS,228.6493056,217.8697917,227.7604167,213.2239583,bat,normal,RR,0,1,0,1,0,0.02702702702702703,0.12162162162162163
370,370,432,2013,Bangalore,RCB,SRH,1,RCB,0,SRH,290.7333333,247.89444440000003,309.625,239.203125,bat,normal,RCB,0,1,0,1,0,0.09703504043126684,0.12129380053908356
371,371,433,2013,Jaipur,RR,DD,1,RR,0,DD,243.1888889,227.087963,227.7604167,213.2239583,bat,normal,RR,0,1,0,1,0,0.11290322580645161,0.12365591397849462
372,372,434,2013,Mumbai,MI,MI,1,KKR,0,MI,333.2401961,313.1862745,281.97058819999995,245.5294118,bat,normal,MI,65,1,1,1,1,0.13672922252010725,0.10723860589812333
373,373,435,2013,Hyderabad,SRH,CSK,1,SRH,0,SRH,303.7518797,257.8922306,290.7333333,247.89444440000003,field,normal,CSK,77,0,1,0,0,0.15240641711229946,0.0962566844919786
374,374,436,2013,Chandigarh,KXIP,KXIP,1,RR,0,RR,312.6354167,275.5885417,227.7604167,213.2239583,field,normal,RR,0,0,0,0,1,0.10933333333333334,0.12533333333333332
375,375,437,2013,Pune,RPS,KKR,1,RPS,0,KKR,281.97058819999995,245.5294118,228.6493056,217.8697917,bat,normal,KKR,46,1,1,1,0,0.10904255319148937,0.026595744680851064
376,376,438,2013,Delhi,DD,RCB,1,DD,0,DD,309.625,239.203125,243.1888889,227.087963,field,normal,RCB,4,0,1,0,0,0.1220159151193634,0.11140583554376658
377,377,439,2013,Pune,RPS,RPS,1,MI,0,RPS,228.6493056,217.8697917,333.2401961,313.1862745,bat,normal,MI,0,1,0,1,1,0.026455026455026454,0.13756613756613756
378,378,440,2013,Chandigarh,KXIP,SRH,1,KXIP,0,KXIP,290.7333333,247.89444440000003,312.6354167,275.5885417,field,normal,SRH,30,0,1,0,0,0.09762532981530343,0.10817941952506596
379,379,441,2013,Ranchi,Ranchi,RCB,1,KKR,0,KKR,309.625,239.203125,281.97058819999995,245.5294118,field,normal,KKR,0,0,0,0,2,0.12105263157894737,0.11052631578947368
380,380,442,2013,Jaipur,RR,CSK,1,RR,0,RR,303.7518797,257.8922306,227.7604167,213.2239583,field,normal,RR,0,0,0,0,0,0.14960629921259844,0.12598425196850394
381,381,443,2013,Delhi,DD,DD,1,KXIP,0,KXIP,243.1888889,227.087963,312.6354167,275.5885417,field,normal,KXIP,0,0,0,0,1,0.1099476439790576,0.1099476439790576
382,382,444,2013,Mumbai,MI,SRH,1,MI,0,SRH,290.7333333,247.89444440000003,333.2401961,313.1862745,bat,normal,MI,0,1,0,1,0,0.09660574412532637,0.13838120104438642
383,383,445,2013,Ranchi,Ranchi,RPS,1,KKR,0,KKR,228.6493056,217.8697917,281.97058819999995,245.5294118,field,normal,RPS,7,0,1,0,2,0.028645833333333332,0.109375
384,384,446,2013,Chennai,CSK,CSK,1,DD,0,CSK,303.7518797,257.8922306,243.1888889,227.087963,bat,normal,CSK,33,1,1,1,1,0.15064935064935064,0.10909090909090909
385,385,447,2013,Mumbai,MI,MI,1,RR,0,RR,333.2401961,313.1862745,227.7604167,213.2239583,field,normal,MI,14,0,1,0,1,0.13989637305699482,0.12435233160621761
386,386,448,2013,Chandigarh,KXIP,RCB,1,KXIP,0,KXIP,309.625,239.203125,312.6354167,275.5885417,field,normal,KXIP,0,0,0,0,0,0.11886304909560723,0.1111111111111111
387,387,449,2013,Hyderabad,SRH,SRH,1,RR,0,SRH,290.7333333,247.89444440000003,227.7604167,213.2239583,bat,normal,SRH,23,1,1,1,1,0.0979381443298969,0.12371134020618557
388,388,450,2013,Dharamsala,Dharamsala,KXIP,1,MI,0,MI,312.6354167,275.5885417,333.2401961,313.1862745,field,normal,KXIP,50,0,1,0,2,0.11311053984575835,0.13881748071979436
389,389,451,2013,Pune,RPS,RPS,1,DD,0,RPS,228.6493056,217.8697917,243.1888889,227.087963,bat,normal,RPS,38,1,1,1,1,0.03076923076923077,0.1076923076923077
390,390,452,2013,Bangalore,RCB,RCB,1,CSK,0,CSK,309.625,239.203125,303.7518797,257.8922306,field,normal,RCB,24,0,1,0,1,0.12020460358056266,0.1483375959079284
391,391,453,2013,Hyderabad,SRH,KKR,1,SRH,0,KKR,281.97058819999995,245.5294118,290.7333333,247.89444440000003,bat,normal,SRH,0,1,0,1,0,0.10714285714285714,0.09948979591836735
392,392,454,2013,Delhi,DD,CSK,1,MI,0,CSK,303.7518797,257.8922306,333.2401961,313.1862745,bat,normal,CSK,48,1,1,1,2,0.15012722646310434,0.13740458015267176
393,393,455,2013,Delhi,DD,SRH,1,RR,0,SRH,290.7333333,247.89444440000003,227.7604167,213.2239583,bat,normal,RR,0,1,0,1,2,0.09898477157360407,0.12436548223350254
394,394,456,2013,Kolkata,KKR,RR,1,MI,0,RR,227.7604167,213.2239583,333.2401961,313.1862745,bat,normal,MI,0,1,0,1,2,0.1240506329113924,0.13924050632911392
395,395,457,2013,Kolkata,KKR,MI,1,CSK,0,MI,333.2401961,313.1862745,303.7518797,257.8922306,bat,normal,MI,23,1,1,1,2,0.1414141414141414,0.14898989898989898
396,396,458,2014,Abu Dhabi,Abu Dhabi,KKR,1,MI,0,KKR,313.1875,273.3520833,261.6065163,269.5091479,bat,normal,KKR,41,1,1,1,2,0.10831234256926953,0.14105793450881612
397,397,459,2014,Sharjah,Sharjah,DD,1,RCB,0,RCB,292.35,247.4427083,335.7693452000001,284.9488095000001,field,normal,RCB,0,0,0,0,2,0.10552763819095477,0.12060301507537688
398,398,460,2014,Abu Dhabi,Abu Dhabi,CSK,1,KXIP,0,CSK,298.1283069,276.9088624,289.2425595,282.2883929,bat,normal,KXIP,0,1,0,1,2,0.14786967418546365,0.11278195488721804
399,399,461,2014,Abu Dhabi,Abu Dhabi,SRH,1,RR,0,RR,248.920098,204.895098,256.9428571,209.507672,field,normal,RR,0,0,0,0,2,0.0975,0.125
400,400,462,2014,Dubai,Dubai,MI,1,RCB,0,RCB,261.6065163,269.5091479,335.7693452000001,284.9488095000001,field,normal,RCB,0,0,0,0,2,0.1396508728179551,0.12219451371571072
401,401,463,2014,Dubai,Dubai,KKR,1,DD,0,KKR,313.1875,273.3520833,292.35,247.4427083,bat,normal,DD,0,1,0,1,2,0.10696517412935323,0.10696517412935323
402,402,464,2014,Sharjah,Sharjah,RR,1,KXIP,0,KXIP,256.9428571,209.507672,289.2425595,282.2883929,field,normal,KXIP,0,0,0,0,2,0.12406947890818859,0.1141439205955335
403,403,465,2014,Abu Dhabi,Abu Dhabi,CSK,1,DD,0,CSK,298.1283069,276.9088624,292.35,247.4427083,bat,normal,CSK,93,1,1,1,2,0.1485148514851485,0.10643564356435643
404,404,466,2014,Sharjah,Sharjah,KXIP,1,SRH,0,SRH,289.2425595,282.2883929,248.920098,204.895098,field,normal,KXIP,72,0,1,0,2,0.11604938271604938,0.0962962962962963
405,405,467,2014,Dubai,Dubai,CSK,1,RR,0,RR,298.1283069,276.9088624,256.9428571,209.507672,field,normal,CSK,7,0,1,0,2,0.15024630541871922,0.12315270935960591
406,406,468,2014,Sharjah,Sharjah,KKR,1,RCB,0,RCB,313.1875,273.3520833,335.7693452000001,284.9488095000001,field,normal,KKR,2,0,1,0,2,0.10810810810810811,0.12039312039312039
407,407,469,2014,Dubai,Dubai,SRH,1,DD,0,SRH,248.920098,204.895098,292.35,247.4427083,bat,normal,SRH,4,1,1,1,2,0.09803921568627451,0.1053921568627451
408,408,470,2014,Dubai,Dubai,MI,1,CSK,0,MI,261.6065163,269.5091479,298.1283069,276.9088624,bat,normal,CSK,0,1,0,1,2,0.13691931540342298,0.15158924205378974
409,409,471,2014,Abu Dhabi,Abu Dhabi,RCB,1,RR,0,RR,335.7693452000001,284.9488095000001,256.9428571,209.507672,field,normal,RR,0,0,0,0,2,0.11951219512195121,0.12439024390243902
410,410,472,2014,Abu Dhabi,Abu Dhabi,KXIP,1,KKR,0,KKR,289.2425595,282.2883929,313.1875,273.3520833,field,normal,KXIP,23,0,1,0,2,0.11678832116788321,0.1070559610705596
411,411,473,2014,Sharjah,Sharjah,MI,1,DD,0,MI,261.6065163,269.5091479,292.35,247.4427083,bat,normal,DD,0,1,0,1,2,0.13592233009708737,0.10679611650485436
412,412,474,2014,Sharjah,Sharjah,SRH,1,CSK,0,SRH,248.920098,204.895098,298.1283069,276.9088624,bat,normal,CSK,0,1,0,1,2,0.09685230024213075,0.15254237288135594
413,413,475,2014,Dubai,Dubai,RCB,1,KXIP,0,KXIP,335.7693452000001,284.9488095000001,289.2425595,282.2883929,field,normal,KXIP,0,0,0,0,2,0.11835748792270531,0.11835748792270531
414,414,476,2014,Abu Dhabi,Abu Dhabi,RR,1,KKR,0,RR,256.9428571,209.507672,313.1875,273.3520833,bat,tie,RR,0,1,1,1,2,0.12530120481927712,0.10602409638554217
415,415,477,2014,Dubai,Dubai,SRH,1,MI,0,MI,248.920098,204.895098,261.6065163,269.5091479,field,normal,SRH,15,0,1,0,2,0.0985576923076923,0.1346153846153846
416,416,478,2014,Ranchi,Ranchi,CSK,1,KKR,0,CSK,298.1283069,276.9088624,313.1875,273.3520833,bat,normal,CSK,34,1,1,1,2,0.15347721822541965,0.10551558752997602
417,417,479,2014,Mumbai,MI,KXIP,1,MI,0,KXIP,289.2425595,282.2883929,261.6065163,269.5091479,bat,normal,MI,0,1,0,1,0,0.11722488038277512,0.13636363636363635
418,418,480,2014,Delhi,DD,DD,1,RR,0,RR,292.35,247.4427083,256.9428571,209.507672,field,normal,RR,0,0,0,0,1,0.10501193317422435,0.12649164677804295
419,419,481,2014,Bangalore,RCB,SRH,1,RCB,0,RCB,248.920098,204.895098,335.7693452000001,284.9488095000001,field,normal,RCB,0,0,0,0,0,0.09761904761904762,0.11904761904761904
420,420,482,2014,Ahmedabad,Ahmedabad,RR,1,KKR,0,KKR,256.9428571,209.507672,313.1875,273.3520833,field,normal,RR,10,0,1,0,2,0.12826603325415678,0.10451306413301663
421,421,483,2014,Delhi,DD,DD,1,CSK,0,CSK,292.35,247.4427083,298.1283069,276.9088624,field,normal,CSK,0,0,0,0,1,0.10426540284360189,0.15402843601895735
422,422,484,2014,Mumbai,MI,MI,1,RCB,0,RCB,261.6065163,269.5091479,335.7693452000001,284.9488095000001,field,normal,MI,19,0,1,0,1,0.13711583924349882,0.1182033096926714
