,Unnamed: 0,ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TOSS_WINNER,TEAM1_STRENGTH,TEAM1_CUMU_STRENGTH,TEAM2_STRENGTH,TEAM2_CUMU_STRENGTH,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS,TOSS_WINNER_MODEL,WINNER_MODEL,TOSS_DECISION_MODEL,CITY_MODEL,WIN_RATE_TEAM1,WIN_RATE_TEAM2
568,568,634,2016,Delhi,DD,SRH,1,KKR,0,KKR,300.1107143000001,269.29744900000003,388.7692308,371.8901099,field,normal,SRH,22,0,1,0,2,0.10720562390158173,0.1195079086115993
569,569,635,2016,Delhi,DD,GL,1,SRH,0,SRH,,,300.1107143000001,269.29744900000003,field,normal,SRH,0,0,0,0,2,0.015789473684210527,0.10877192982456141
570,570,636,2016,Bangalore,RCB,SRH,1,RCB,0,SRH,300.1107143000001,269.29744900000003,249.259375,261.4392857,bat,normal,SRH,8,1,1,1,0,0.11033274956217162,0.1190893169877408
571,0,1,2017,Hyderabad,SRH,SRH,1,RCB,0,RCB,276.52941180000005,222.2478992,329.1875,274.8649554,field,normal,SRH,35,0,1,0,1,0.11188811188811189,0.11888111888111888
572,1,2,2017,Pune,RPS,RPS,1,MI,0,RPS,310.1719955,312.97661560000006,418.3392857,394.1994048,field,normal,RPS,0,1,1,0,1,0.031413612565445025,0.13961605584642234
573,2,3,2017,Rajkot,GL,KKR,1,GL,0,KKR,287.1166667,281.9285713999999,315.3236607,283.078125,field,normal,KKR,0,1,1,0,0,0.12020905923344948,0.0156794425087108
574,3,4,2017,Indore,Indore,KXIP,1,RPS,0,KXIP,299.4642857,312.2185374,310.1719955,312.97661560000006,field,normal,KXIP,0,1,1,0,2,0.11130434782608696,0.03130434782608696
575,4,5,2017,Bangalore,RCB,RCB,1,DD,0,RCB,329.1875,274.8649554,338.85714289999993,303.525,bat,normal,RCB,15,1,1,1,1,0.11979166666666667,0.0954861111111111
576,5,6,2017,Hyderabad,SRH,SRH,1,GL,0,SRH,276.52941180000005,222.2478992,315.3236607,283.078125,field,normal,SRH,0,1,1,0,1,0.11265164644714037,0.01559792027729636
577,6,7,2017,Mumbai,MI,MI,1,KKR,0,MI,418.3392857,394.1994048,287.1166667,281.9285713999999,field,normal,MI,0,1,1,0,1,0.14013840830449828,0.11937716262975778
578,7,8,2017,Indore,Indore,KXIP,1,RCB,0,RCB,299.4642857,312.2185374,329.1875,274.8649554,bat,normal,KXIP,0,0,1,1,2,0.11226252158894647,0.11917098445595854
579,8,9,2017,Pune,RPS,DD,1,RPS,0,RPS,338.85714289999993,303.525,310.1719955,312.97661560000006,field,normal,DD,97,0,1,0,0,0.09655172413793103,0.03103448275862069
580,9,10,2017,Mumbai,MI,MI,1,SRH,0,MI,418.3392857,394.1994048,276.52941180000005,222.2478992,field,normal,MI,0,1,1,0,1,0.14113597246127366,0.11187607573149742
581,10,11,2017,Kolkata,KKR,KKR,1,KXIP,0,KKR,287.1166667,281.9285713999999,299.4642857,312.2185374,field,normal,KKR,0,1,1,0,1,0.12027491408934708,0.11168384879725086
582,11,12,2017,Bangalore,RCB,MI,1,RCB,0,MI,418.3392857,394.1994048,329.1875,274.8649554,field,normal,MI,0,1,1,0,0,0.1423670668953688,0.1183533447684391
583,12,13,2017,Rajkot,GL,GL,1,RPS,0,GL,315.3236607,283.078125,310.1719955,312.97661560000006,field,normal,GL,0,1,1,0,1,0.017123287671232876,0.030821917808219176
584,13,14,2017,Kolkata,KKR,KKR,1,SRH,0,SRH,287.1166667,281.9285713999999,276.52941180000005,222.2478992,field,normal,KKR,17,0,1,0,1,0.12136752136752137,0.1111111111111111
585,14,15,2017,Delhi,DD,DD,1,KXIP,0,DD,338.85714289999993,303.525,299.4642857,312.2185374,bat,normal,DD,51,1,1,1,1,0.09726962457337884,0.11092150170648464
586,15,16,2017,Mumbai,MI,MI,1,GL,0,MI,418.3392857,394.1994048,315.3236607,283.078125,field,normal,MI,0,1,1,0,1,0.14310051107325383,0.017035775127768313
587,16,17,2017,Bangalore,RCB,RPS,1,RCB,0,RCB,310.1719955,312.97661560000006,329.1875,274.8649554,field,normal,RPS,27,0,1,0,0,0.03231292517006803,0.11734693877551021
588,17,18,2017,Delhi,DD,KKR,1,DD,0,DD,287.1166667,281.9285713999999,338.85714289999993,303.525,bat,normal,KKR,0,0,1,1,0,0.12224108658743633,0.0967741935483871
589,18,19,2017,Hyderabad,SRH,SRH,1,KXIP,0,KXIP,276.52941180000005,222.2478992,299.4642857,312.2185374,field,normal,SRH,5,0,1,0,1,0.11186440677966102,0.11016949152542373
590,19,20,2017,Rajkot,GL,RCB,1,GL,0,GL,329.1875,274.8649554,315.3236607,283.078125,field,normal,RCB,21,0,1,0,0,0.11844331641285956,0.01692047377326565
591,20,21,2017,Hyderabad,SRH,SRH,1,DD,0,SRH,276.52941180000005,222.2478992,338.85714289999993,303.525,bat,normal,SRH,15,1,1,1,1,0.11317567567567567,0.09628378378378379
592,21,22,2017,Indore,Indore,MI,1,KXIP,0,MI,418.3392857,394.1994048,299.4642857,312.2185374,field,normal,MI,0,1,1,0,2,0.1433389544688027,0.10961214165261383
593,22,23,2017,Kolkata,KKR,GL,1,KKR,0,GL,315.3236607,283.078125,287.1166667,281.9285713999999,field,normal,GL,0,1,1,0,0,0.018518518518518517,0.12121212121212122
594,23,24,2017,Mumbai,MI,MI,1,DD,0,DD,418.3392857,394.1994048,338.85714289999993,303.525,field,normal,MI,14,0,1,0,1,0.14453781512605043,0.0957983193277311
595,24,25,2017,Pune,RPS,RPS,1,SRH,0,RPS,310.1719955,312.97661560000006,276.52941180000005,222.2478992,field,normal,RPS,0,1,1,0,1,0.03355704697986577,0.11241610738255034
596,25,26,2017,Rajkot,GL,KXIP,1,GL,0,GL,299.4642857,312.2185374,315.3236607,283.078125,field,normal,KXIP,26,0,1,0,0,0.11055276381909548,0.018425460636515914
597,26,27,2017,Kolkata,KKR,KKR,1,RCB,0,RCB,287.1166667,281.9285713999999,329.1875,274.8649554,field,normal,KKR,82,0,1,0,1,0.12207357859531773,0.11705685618729098
598,27,28,2017,Mumbai,MI,RPS,1,MI,0,MI,310.1719955,312.97661560000006,418.3392857,394.1994048,field,normal,RPS,3,0,1,0,0,0.035058430717863104,0.14357262103505844
599,28,29,2017,Pune,RPS,KKR,1,RPS,0,KKR,287.1166667,281.9285713999999,310.1719955,312.97661560000006,field,normal,KKR,0,1,1,0,0,0.12333333333333334,0.035
600,29,30,2017,Bangalore,RCB,GL,1,RCB,0,GL,315.3236607,283.078125,329.1875,274.8649554,field,normal,GL,0,1,1,0,0,0.019966722129783693,0.11647254575707154
601,30,31,2017,Kolkata,KKR,KKR,1,DD,0,KKR,287.1166667,281.9285713999999,338.85714289999993,303.525,field,normal,KKR,0,1,1,0,1,0.12458471760797342,0.0946843853820598
602,31,32,2017,Chandigarh,KXIP,SRH,1,KXIP,0,KXIP,276.52941180000005,222.2478992,299.4642857,312.2185374,field,normal,SRH,26,0,1,0,0,0.11276948590381426,0.10945273631840796
603,32,33,2017,Pune,RPS,RPS,1,RCB,0,RCB,310.1719955,312.97661560000006,329.1875,274.8649554,field,normal,RPS,61,0,1,0,1,0.03642384105960265,0.11589403973509933
604,33,34,2017,Rajkot,GL,MI,1,GL,0,GL,418.3392857,394.1994048,315.3236607,283.078125,bat,tie,MI,0,0,1,1,0,0.14380165289256197,0.019834710743801654
605,34,35,2017,Chandigarh,KXIP,KXIP,1,DD,0,KXIP,299.4642857,312.2185374,338.85714289999993,303.525,field,normal,KXIP,0,1,1,0,1,0.11056105610561057,0.09405940594059406
606,35,36,2017,Hyderabad,SRH,SRH,1,KKR,0,KKR,276.52941180000005,222.2478992,287.1166667,281.9285713999999,field,normal,SRH,48,0,1,0,1,0.11367380560131796,0.12355848434925865
607,36,37,2017,Mumbai,MI,MI,1,RCB,0,RCB,418.3392857,394.1994048,329.1875,274.8649554,bat,normal,MI,0,0,1,1,1,0.14473684210526316,0.11513157894736842
608,37,38,2017,Pune,RPS,RPS,1,GL,0,RPS,310.1719955,312.97661560000006,315.3236607,283.078125,field,normal,RPS,0,1,1,0,1,0.03776683087027915,0.019704433497536946
609,38,39,2017,Delhi,DD,DD,1,SRH,0,DD,338.85714289999993,303.525,276.52941180000005,222.2478992,field,normal,DD,0,1,1,0,1,0.09508196721311475,0.11311475409836065
610,39,40,2017,Kolkata,KKR,RPS,1,KKR,0,RPS,310.1719955,312.97661560000006,287.1166667,281.9285713999999,field,normal,RPS,0,1,1,0,0,0.03927986906710311,0.12274959083469722
611,40,41,2017,Delhi,DD,DD,1,GL,0,DD,338.85714289999993,303.525,315.3236607,283.078125,field,normal,DD,0,1,1,0,1,0.09640522875816994,0.0196078431372549
612,41,42,2017,Bangalore,RCB,KXIP,1,RCB,0,RCB,299.4642857,312.2185374,329.1875,274.8649554,field,normal,KXIP,19,0,1,0,0,0.11092985318107668,0.11419249592169657
613,42,43,2017,Hyderabad,SRH,RPS,1,SRH,0,SRH,310.1719955,312.97661560000006,276.52941180000005,222.2478992,field,normal,RPS,12,0,1,0,0,0.04071661237785016,0.11237785016286644
614,43,44,2017,Delhi,DD,MI,1,DD,0,DD,418.3392857,394.1994048,338.85714289999993,303.525,field,normal,MI,146,0,1,0,0,0.14471544715447154,0.0959349593495935
615,44,45,2017,Bangalore,RCB,KKR,1,RCB,0,KKR,287.1166667,281.9285713999999,329.1875,274.8649554,field,normal,KKR,0,1,1,0,0,0.12337662337662338,0.11363636363636363
616,45,46,2017,Chandigarh,KXIP,GL,1,KXIP,0,GL,315.3236607,283.078125,299.4642857,312.2185374,field,normal,GL,0,1,1,0,0,0.02106969205834684,0.11021069692058347
617,46,47,2017,Hyderabad,SRH,SRH,1,MI,0,MI,276.52941180000005,222.2478992,418.3392857,394.1994048,bat,normal,SRH,0,0,1,1,1,0.11326860841423948,0.14401294498381878
618,47,48,2017,Chandigarh,KXIP,KXIP,1,KKR,0,KKR,299.4642857,312.2185374,287.1166667,281.9285713999999,field,normal,KXIP,14,0,1,0,1,0.11147011308562198,0.12277867528271405
619,48,49,2017,Kanpur,Kanpur,DD,1,GL,0,DD,338.85714289999993,303.525,315.3236607,283.078125,field,normal,DD,0,1,1,0,2,0.0967741935483871,0.020967741935483872
620,49,50,2017,Mumbai,MI,KXIP,1,MI,0,MI,299.4642857,312.2185374,418.3392857,394.1994048,field,normal,KXIP,7,0,1,0,0,0.11272141706924316,0.143317230273752
621,50,51,2017,Delhi,DD,DD,1,RPS,0,DD,338.85714289999993,303.525,310.1719955,312.97661560000006,bat,normal,DD,7,1,1,1,1,0.09807073954983923,0.04019292604501608
622,51,52,2017,Kanpur,Kanpur,SRH,1,GL,0,SRH,276.52941180000005,222.2478992,315.3236607,283.078125,field,normal,SRH,0,1,1,0,2,0.11396468699839486,0.02086677367576244
623,52,53,2017,Kolkata,KKR,MI,1,KKR,0,KKR,418.3392857,394.1994048,287.1166667,281.9285713999999,field,normal,MI,9,0,1,0,0,0.14423076923076922,0.12179487179487179
624,53,54,2017,Pune,RPS,RPS,1,KXIP,0,RPS,310.1719955,312.97661560000006,299.4642857,312.2185374,field,normal,RPS,0,1,1,0,1,0.0416,0.112
625,54,55,2017,Delhi,DD,RCB,1,DD,0,RCB,329.1875,274.8649554,338.85714289999993,303.525,bat,normal,RCB,10,1,1,1,0,0.1134185303514377,0.09744408945686901
626,55,56,2017,Mumbai,MI,RPS,1,MI,0,MI,310.1719955,312.97661560000006,418.3392857,394.1994048,field,normal,RPS,20,0,1,0,0,0.0430622009569378,0.14354066985645933
627,56,57,2017,Bangalore,RCB,KKR,1,SRH,0,KKR,287.1166667,281.9285713999999,276.52941180000005,222.2478992,field,normal,KKR,0,1,1,0,2,0.12261146496815287,0.11305732484076433
628,57,58,2017,Bangalore,RCB,MI,1,KKR,0,MI,418.3392857,394.1994048,287.1166667,281.9285713999999,field,normal,MI,0,1,1,0,2,0.14467408585055644,0.12241653418124006
629,58,59,2017,Hyderabad,SRH,MI,1,RPS,0,MI,418.3392857,394.1994048,310.1719955,312.97661560000006,bat,normal,MI,1,1,1,1,2,0.14603174603174604,0.04285714285714286
630,630,7894,2018,Mumbai,MI,MI,1,CSK,0,CSK,265.6601307,304.0252101000001,,,field,normal,CSK,0,0,0,0,1,0.14580031695721077,0.12678288431061807
631,631,7895,2018,Mohali,KXIP,DD,1,KXIP,0,KXIP,272.3392857,275.0734127,244.2142857,268.8730159,field,normal,KXIP,0,0,0,0,0,0.09651898734177215,0.11234177215189874
632,632,7896,2018,Kolkata,KKR,RCB,1,KKR,0,KKR,399.4615385,309.8255495,256.15625,259.9321925,field,normal,KKR,0,0,0,0,0,0.11216429699842022,0.12322274881516587
633,633,7897,2018,Hyderabad,SRH,RR,1,SRH,0,SRH,,,398.85714289999993,319.8769841,field,normal,SRH,0,0,0,0,0,0.09936908517350158,0.11356466876971609
634,634,7898,2018,Chennai,CSK,KKR,1,CSK,0,CSK,256.15625,259.9321925,,,field,normal,CSK,0,0,0,0,0,0.12283464566929134,0.12755905511811025
635,635,7899,2018,Jaipur,RR,RR,1,DD,0,DD,,,272.3392857,275.0734127,field,normal,RR,10,0,1,0,1,0.10062893081761007,0.0959119496855346
636,636,7900,2018,Hyderabad,SRH,MI,1,SRH,0,SRH,265.6601307,304.0252101000001,398.85714289999993,319.8769841,field,normal,SRH,0,0,0,0,0,0.14442700156985872,0.11459968602825746
637,637,7901,2018,Bengaluru,RCB,KXIP,1,RCB,0,RCB,244.2142857,268.8730159,399.4615385,309.8255495,field,normal,RCB,0,0,0,0,0,0.11128526645768025,0.11285266457680251
638,638,7902,2018,Mumbai,MI,MI,1,DD,0,DD,265.6601307,304.0252101000001,272.3392857,275.0734127,field,normal,DD,0,0,0,0,1,0.14397496087636932,0.09702660406885759
639,639,7903,2018,Kolkata,KKR,KKR,1,SRH,0,SRH,256.15625,259.9321925,398.85714289999993,319.8769841,field,normal,SRH,0,0,0,0,1,0.121875,0.115625
640,640,7904,2018,Bengaluru,RCB,RR,1,RCB,0,RCB,,,399.4615385,309.8255495,field,normal,RR,19,0,1,0,0,0.10140405616224649,0.11232449297971919
641,641,7905,2018,Mohali,KXIP,KXIP,1,CSK,0,CSK,244.2142857,268.8730159,,,field,normal,KXIP,4,0,1,0,1,0.11214953271028037,0.1261682242990654
642,642,7906,2018,Kolkata,KKR,KKR,1,DD,0,DD,256.15625,259.9321925,272.3392857,275.0734127,field,normal,KKR,71,0,1,0,1,0.12286158631415241,0.09642301710730948
643,643,7907,2018,Mumbai,MI,MI,1,RCB,0,RCB,265.6601307,304.0252101000001,399.4615385,309.8255495,field,normal,MI,46,0,1,0,1,0.14440993788819875,0.11180124223602485
644,644,7908,2018,Jaipur,RR,RR,1,KKR,0,KKR,,,256.15625,259.9321925,field,normal,KKR,0,0,0,0,1,0.10077519379844961,0.12403100775193798
645,645,7909,2018,Mohali,KXIP,KXIP,1,SRH,0,KXIP,244.2142857,268.8730159,398.85714289999993,319.8769841,bat,normal,KXIP,15,1,1,1,1,0.1130030959752322,0.11455108359133127
646,646,7910,2018,Pune,RPS,CSK,1,RR,0,RR,,,,,field,normal,CSK,64,0,1,0,2,0.1267387944358578,0.10046367851622875
647,647,7911,2018,Kolkata,KKR,KKR,1,KXIP,0,KXIP,256.15625,259.9321925,244.2142857,268.8730159,field,normal,KXIP,0,0,0,0,1,0.12345679012345678,0.11419753086419752
648,648,7912,2018,Bengaluru,RCB,DD,1,RCB,0,RCB,272.3392857,275.0734127,399.4615385,309.8255495,field,normal,RCB,0,0,0,0,0,0.09553158705701079,0.11248073959938366
649,649,7913,2018,Hyderabad,SRH,CSK,1,SRH,0,SRH,,,398.85714289999993,319.8769841,field,normal,CSK,4,0,1,0,0,0.1276923076923077,0.11384615384615385
650,650,7914,2018,Jaipur,RR,MI,1,RR,0,MI,265.6601307,304.0252101000001,,,bat,normal,RR,0,1,0,1,0,0.14285714285714285,0.10138248847926268
651,651,7915,2018,Delhi,DD,KXIP,1,DD,0,DD,244.2142857,268.8730159,272.3392857,275.0734127,field,normal,KXIP,4,0,1,0,0,0.11503067484662577,0.0950920245398773
652,652,7916,2018,Mumbai,MI,SRH,1,MI,0,MI,398.85714289999993,319.8769841,265.6601307,304.0252101000001,field,normal,SRH,31,0,1,0,0,0.11485451761102604,0.14241960183767227
653,653,7917,2018,Bengaluru,RCB,RCB,1,CSK,0,CSK,399.4615385,309.8255495,,,field,normal,CSK,0,0,0,0,1,0.11162079510703364,0.12844036697247707
654,654,7918,2018,Hyderabad,SRH,SRH,1,KXIP,0,KXIP,398.85714289999993,319.8769841,244.2142857,268.8730159,field,normal,SRH,13,0,1,0,1,0.11603053435114503,0.11450381679389313
655,655,7919,2018,Delhi,DD,DD,1,KKR,0,KKR,272.3392857,275.0734127,256.15625,259.9321925,field,normal,DD,55,0,1,0,1,0.09603658536585366,0.12195121951219512
656,656,7920,2018,Pune,RPS,CSK,1,MI,0,MI,,,265.6601307,304.0252101000001,field,normal,MI,0,0,0,0,2,0.1278538812785388,0.1430745814307458
657,657,7921,2018,Jaipur,RR,SRH,1,RR,0,SRH,398.85714289999993,319.8769841,,,bat,normal,SRH,11,1,1,1,0,0.11702127659574468,0.10030395136778116
658,658,7922,2018,Bengaluru,RCB,RCB,1,KKR,0,KKR,399.4615385,309.8255495,256.15625,259.9321925,field,normal,KKR,0,0,0,0,1,0.11077389984825493,0.12291350531107739
659,659,7923,2018,Pune,RPS,CSK,1,DD,0,DD,,,272.3392857,275.0734127,field,normal,CSK,13,0,1,0,2,0.12878787878787878,0.09545454545454546
660,660,7924,2018,Bengaluru,RCB,RCB,1,MI,0,MI,399.4615385,309.8255495,265.6601307,304.0252101000001,field,normal,RCB,14,0,1,0,1,0.11195158850226929,0.1422087745839637
661,661,7925,2018,Delhi,DD,DD,1,RR,0,RR,272.3392857,275.0734127,,,field,normal,DD,4,0,1,0,1,0.09667673716012085,0.09969788519637462
662,662,7926,2018,Kolkata,KKR,CSK,1,KKR,0,KKR,,,256.15625,259.9321925,field,normal,KKR,0,0,0,0,0,0.1282051282051282,0.12368024132730016
663,663,7927,2018,Indore,Indore,KXIP,1,MI,0,MI,244.2142857,268.8730159,265.6601307,304.0252101000001,field,normal,MI,0,0,0,0,2,0.11295180722891567,0.1430722891566265
664,664,7928,2018,Pune,RPS,RCB,1,CSK,0,CSK,399.4615385,309.8255495,,,field,normal,CSK,0,0,0,0,2,0.11127819548872181,0.1293233082706767
665,665,7929,2018,Hyderabad,SRH,DD,1,SRH,0,DD,272.3392857,275.0734127,398.85714289999993,319.8769841,bat,normal,SRH,0,1,0,1,0,0.0960960960960961,0.11711711711711711
666,666,7930,2018,Mumbai,MI,MI,1,KKR,0,KKR,265.6601307,304.0252101000001,256.15625,259.9321925,field,normal,MI,13,0,1,0,1,0.14392803598200898,0.12293853073463268
667,667,7931,2018,Indore,Indore,RR,1,KXIP,0,KXIP,,,244.2142857,268.8730159,field,normal,KXIP,0,0,0,0,2,0.09880239520958084,0.11377245508982035
668,668,7932,2018,Hyderabad,SRH,SRH,1,RCB,0,RCB,398.85714289999993,319.8769841,399.4615385,309.8255495,field,normal,SRH,5,0,1,0,1,0.11808669656203288,0.11061285500747384
669,669,7933,2018,Jaipur,RR,RR,1,KXIP,0,RR,,,244.2142857,268.8730159,bat,normal,RR,15,1,1,1,1,0.1,0.11343283582089553
670,670,7934,2018,Kolkata,KKR,MI,1,KKR,0,KKR,265.6601307,304.0252101000001,256.15625,259.9321925,field,normal,MI,102,0,1,0,0,0.14456035767511177,0.12220566318926974
671,671,7935,2018,Delhi,DD,DD,1,SRH,0,DD,272.3392857,275.0734127,398.85714289999993,319.8769841,bat,normal,SRH,0,1,0,1,1,0.09523809523809523,0.11904761904761904
672,672,7936,2018,Jaipur,RR,CSK,1,RR,0,CSK,,,,,bat,normal,RR,0,1,0,1,0,0.1277860326894502,0.10104011887072809
673,673,7937,2018,Indore,Indore,KKR,1,KXIP,0,KXIP,256.15625,259.9321925,244.2142857,268.8730159,field,normal,KKR,31,0,1,0,2,0.12314540059347182,0.11275964391691394
674,674,7938,2018,Delhi,DD,DD,1,RCB,0,RCB,272.3392857,275.0734127,399.4615385,309.8255495,field,normal,RCB,0,0,0,0,1,0.09481481481481481,0.1111111111111111
675,675,7939,2018,Pune,RPS,SRH,1,CSK,0,CSK,398.85714289999993,319.8769841,,,field,normal,CSK,0,0,0,0,2,0.11834319526627218,0.128698224852071
676,676,7940,2018,Mumbai,MI,MI,1,RR,0,RR,265.6601307,304.0252101000001,,,field,normal,RR,0,0,0,0,1,0.1432791728212703,0.1019202363367799
677,677,7941,2018,Indore,Indore,KXIP,1,RCB,0,RCB,244.2142857,268.8730159,399.4615385,309.8255495,field,normal,RCB,0,0,0,0,2,0.11209439528023599,0.11209439528023599
678,678,7942,2018,Kolkata,KKR,RR,1,KKR,0,KKR,,,256.15625,259.9321925,field,normal,KKR,0,0,0,0,0,0.101620029455081,0.12371134020618557
679,679,7943,2018,Mumbai,MI,MI,1,KXIP,0,KXIP,265.6601307,304.0252101000001,244.2142857,268.8730159,field,normal,MI,3,0,1,0,1,0.14411764705882352,0.11176470588235295
680,680,7944,2018,Bengaluru,RCB,RCB,1,SRH,0,SRH,399.4615385,309.8255495,398.85714289999993,319.8769841,field,normal,RCB,14,0,1,0,1,0.1130690161527166,0.11747430249632893
681,681,7945,2018,Delhi,DD,DD,1,CSK,0,CSK,272.3392857,275.0734127,,,field,normal,DD,34,0,1,0,1,0.09530791788856305,0.12756598240469208
682,682,7946,2018,Jaipur,RR,RR,1,RCB,0,RR,,,399.4615385,309.8255495,bat,normal,RR,30,1,1,1,1,0.10248901903367497,0.11273792093704246
683,683,7947,2018,Hyderabad,SRH,SRH,1,KKR,0,SRH,398.85714289999993,319.8769841,256.15625,259.9321925,bat,normal,KKR,0,1,0,1,1,0.11695906432748537,0.12426900584795321
684,684,7948,2018,Delhi,DD,DD,1,MI,0,DD,272.3392857,275.0734127,265.6601307,304.0252101000001,bat,normal,DD,11,1,1,1,1,0.09635036496350365,0.14306569343065692
685,685,7949,2018,Pune,RPS,KXIP,1,CSK,0,CSK,244.2142857,268.8730159,,,field,normal,CSK,0,0,0,0,2,0.11078717201166181,0.1282798833819242
686,686,7950,2018,Mumbai,MI,SRH,1,CSK,0,CSK,398.85714289999993,319.8769841,,,field,normal,CSK,0,0,0,0,2,0.11644832605531295,0.12954876273653565
687,687,7951,2018,Kolkata,KKR,KKR,1,RR,0,RR,256.15625,259.9321925,,,field,normal,KKR,25,0,1,0,1,0.125,0.10174418604651163
688,688,7952,2018,Kolkata,KKR,SRH,1,KKR,0,KKR,398.85714289999993,319.8769841,256.15625,259.9321925,field,normal,SRH,14,0,1,0,0,0.11756168359941944,0.12481857764876633
689,689,7953,2018,Mumbai,MI,SRH,1,CSK,0,CSK,398.85714289999993,319.8769841,,,field,normal,CSK,0,0,0,0,2,0.11739130434782609,0.13043478260869565
690,690,11137,2019,Chennai,CSK,RCB,1,CSK,0,CSK,337.4404762000001,299.8255952,275.3011364,322.2376736,field,normal,CSK,0,0,0,0,0,0.11143270622286541,0.1316931982633864
691,691,11138,2019,Kolkata,KKR,SRH,1,KKR,0,KKR,276.73529410000003,229.8008403,268.73660710000007,246.5041667,field,normal,KKR,0,0,0,0,0,0.11705202312138728,0.12572254335260116
692,692,11139,2019,Mumbai,MI,DD,1,MI,0,MI,317.25,278.9384921,334.6607143,296.8314626,field,normal,DD,37,0,1,0,0,0.09668109668109669,0.1414141414141414
693,693,11140,2019,Jaipur,RR,KXIP,1,RR,0,RR,313.6047619,310.1144841,307.76,261.4831481,field,normal,KXIP,14,0,1,0,0,0.11095100864553314,0.10086455331412104
694,694,11141,2019,Delhi,DD,DD,1,CSK,0,DD,317.25,278.9384921,275.3011364,322.2376736,bat,normal,CSK,0,1,0,1,1,0.09640287769784173,0.13237410071942446
695,695,11142,2019,Kolkata,KKR,KKR,1,KXIP,0,KXIP,268.73660710000007,246.5041667,313.6047619,310.1144841,field,normal,KKR,28,0,1,0,1,0.12643678160919541,0.11063218390804598
696,696,11143,2019,Bengaluru,RCB,MI,1,RCB,0,RCB,334.6607143,296.8314626,337.4404762000001,299.8255952,field,normal,MI,6,0,1,0,0,0.14203730272596843,0.11047345767575323
697,697,11144,2019,Hyderabad,SRH,RR,1,SRH,0,RR,307.76,261.4831481,276.73529410000003,229.8008403,bat,normal,SRH,0,1,0,1,0,0.10028653295128939,0.1174785100286533
698,698,11145,2019,Mohali,KXIP,MI,1,KXIP,0,KXIP,334.6607143,296.8314626,313.6047619,310.1144841,field,normal,KXIP,0,0,0,0,0,0.14163090128755365,0.11158798283261803
699,699,11146,2019,Delhi,DD,KKR,1,DD,0,DD,268.73660710000007,246.5041667,317.25,278.9384921,field,tie,DD,0,0,0,0,0,0.12571428571428572,0.09714285714285714
700,700,11147,2019,Hyderabad,SRH,SRH,1,RCB,0,RCB,276.73529410000003,229.8008403,337.4404762000001,299.8255952,field,normal,SRH,118,0,1,0,1,0.11840228245363767,0.10984308131241084
701,701,11148,2019,Chennai,CSK,CSK,1,RR,0,RR,275.3011364,322.2376736,307.76,261.4831481,field,normal,CSK,8,0,1,0,1,0.13247863247863248,0.09971509971509972
702,702,11149,2019,Mohali,KXIP,KXIP,1,DD,0,DD,313.6047619,310.1144841,317.25,278.9384921,field,normal,KXIP,14,0,1,0,1,0.112375533428165,0.09672830725462304
703,703,11150,2019,Jaipur,RR,RCB,1,RR,0,RR,337.4404762000001,299.8255952,307.76,261.4831481,field,normal,RR,0,0,0,0,0,0.109375,0.10085227272727272
704,704,11151,2019,Mumbai,MI,MI,1,CSK,0,CSK,334.6607143,296.8314626,275.3011364,322.2376736,field,normal,MI,37,0,1,0,1,0.14184397163120568,0.13191489361702127
705,705,11152,2019,Delhi,DD,DD,1,SRH,0,SRH,317.25,278.9384921,276.73529410000003,229.8008403,field,normal,SRH,0,0,0,0,1,0.09631728045325778,0.11898016997167139
706,706,11153,2019,Bengaluru,RCB,RCB,1,KKR,0,KKR,337.4404762000001,299.8255952,268.73660710000007,246.5041667,field,normal,KKR,0,0,0,0,1,0.10891089108910891,0.12588401697312587
707,707,11309,2019,Chennai,CSK,CSK,1,KXIP,0,CSK,275.3011364,322.2376736,313.6047619,310.1144841,bat,normal,CSK,22,1,1,1,1,0.1327683615819209,0.1115819209039548
708,708,11310,2019,Hyderabad,SRH,MI,1,SRH,0,SRH,334.6607143,296.8314626,276.73529410000003,229.8008403,field,normal,MI,40,0,1,0,0,0.14245416078984485,0.11847672778561354
709,709,11311,2019,Bengaluru,RCB,RCB,1,DD,0,DD,337.4404762000001,299.8255952,317.25,278.9384921,field,normal,DD,0,0,0,0,1,0.10845070422535211,0.09718309859154929
710,710,11312,2019,Jaipur,RR,RR,1,KKR,0,KKR,307.76,261.4831481,268.73660710000007,246.5041667,field,normal,KKR,0,0,0,0,1,0.09985935302390998,0.12658227848101267
711,711,11313,2019,Mohali,KXIP,SRH,1,KXIP,0,KXIP,276.73529410000003,229.8008403,313.6047619,310.1144841,field,normal,KXIP,0,0,0,0,0,0.11797752808988764,0.11235955056179775
712,712,11314,2019,Chennai,CSK,KKR,1,CSK,0,CSK,268.73660710000007,246.5041667,275.3011364,322.2376736,field,normal,CSK,0,0,0,0,0,0.12622720897615708,0.1332398316970547
713,713,11315,2019,Mumbai,MI,KXIP,1,MI,0,MI,313.6047619,310.1144841,334.6607143,296.8314626,field,normal,MI,0,0,0,0,0,0.11204481792717087,0.14285714285714285
